loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,monthly_payment,remaining_balance,open_date,status,credit_score,annual_income,debt_to_income_ratio
LOAN-1725,CUST-00558,Student,34668.91,13.96,360,409.68,31105.72,2021-11-14,Late,664,100029.5,0.326
LOAN-1726,CUST-00999,Auto,40636.98,9.02,36,1292.62,5644.02,2022-05-11,Active,743,46808.57,0.384
LOAN-1727,CUST-01232,Mortgage,20400.09,14.12,12,1832.82,0.0,2022-04-12,Closed,646,182349.04,0.224
LOAN-1728,CUST-01098,Business,38414.32,17.02,120,668.12,26890.02,2021-12-10,Active,709,51980.36,0.273
LOAN-1729,CUST-00392,Student,50707.17,15.35,24,2467.06,0.0,2021-10-07,Closed,582,85676.78,0.288
LOAN-1730,CUST-01265,Student,11240.58,14.82,24,544.06,0.0,2022-01-06,Closed,661,89140.61,0.179
LOAN-1731,CUST-01295,Mortgage,47106.4,15.85,120,784.7,34544.69,2022-04-27,Active,618,74209.92,0.25
LOAN-1732,CUST-00911,Business,29078.3,10.66,360,269.48,25685.83,2021-06-01,Active,850,74576.11,0.287
LOAN-1733,CUST-00578,Business,52383.16,3.81,48,1178.31,10913.16,2021-10-13,Active,709,48052.79,0.293
LOAN-1734,CUST-00880,Auto,154071.21,10.18,36,4984.48,0.0,2021-04-30,Closed,814,109838.86,0.449
LOAN-1735,CUST-00419,Student,180283.01,8.43,60,3692.7,81127.35,2022-03-08,Active,738,66156.91,0.174
LOAN-1736,CUST-00782,Student,37757.49,9.06,36,1201.73,11537.01,2022-11-21,Active,850,64572.5,0.421
LOAN-1737,CUST-00054,Auto,45249.88,14.32,24,2179.42,0.0,2022-04-13,Closed,625,46048.02,0.474
LOAN-1738,CUST-00314,Auto,9758.98,18.29,120,177.67,7563.21,2022-09-02,Active,430,55896.85,0.38
LOAN-1739,CUST-01251,Student,326485.71,18.41,60,8363.58,212215.71,2022-01-31,Defaulted,660,24352.18,0.299
LOAN-1740,CUST-01239,Personal,75164.47,7.11,12,6507.55,0.0,2021-10-12,Closed,662,38387.85,0.41
LOAN-1741,CUST-00972,Student,47468.72,16.53,12,4318.79,0.0,2022-05-13,Closed,475,34231.84,0.253
LOAN-1742,CUST-00761,Personal,152307.16,17.86,360,2278.0,98999.65,2022-08-23,Defaulted,750,119358.41,0.371
LOAN-1743,CUST-00989,Business,18917.83,4.79,48,433.87,5123.58,2022-01-18,Active,640,44761.01,0.382
LOAN-1744,CUST-00790,Mortgage,9921.34,8.05,12,863.27,0.0,2021-09-13,Closed,730,73000.12,0.418
LOAN-1745,CUST-00795,Student,36798.53,11.75,12,3265.2,0.0,2021-07-23,Closed,598,75594.53,0.413
LOAN-1746,CUST-01432,Mortgage,84823.19,4.2,12,7230.44,0.0,2022-06-02,Closed,622,95166.4,0.356
LOAN-1747,CUST-00969,Mortgage,28384.21,12.44,120,414.48,18449.74,2021-04-26,Defaulted,627,55063.16,0.274
LOAN-1748,CUST-00646,Personal,369931.89,14.19,12,33248.2,0.0,2022-03-11,Closed,711,20000.0,0.226
LOAN-1749,CUST-00124,Mortgage,38088.51,13.31,60,872.69,19044.26,2022-06-03,Active,652,212011.11,0.155
LOAN-1750,CUST-01167,Student,17915.44,14.78,24,866.79,0.0,2022-05-01,Closed,833,53575.34,0.337
LOAN-1751,CUST-01172,Auto,49352.65,10.43,120,664.01,38659.58,2022-10-02,Active,699,73493.81,0.505
LOAN-1752,CUST-01190,Auto,33087.65,15.62,36,1157.07,0.0,2021-10-07,Closed,755,34878.7,0.494
LOAN-1753,CUST-00925,Auto,23370.95,8.63,48,577.49,6816.53,2022-02-07,Late,666,37043.79,0.241
LOAN-1754,CUST-00085,Personal,13549.56,5.17,12,1161.0,0.0,2022-10-20,Closed,693,65732.65,0.248
LOAN-1755,CUST-00277,Personal,80154.52,5.2,60,1519.97,29389.99,2021-10-13,Active,676,130094.03,0.3
LOAN-1756,CUST-00439,Mortgage,35481.87,10.21,48,903.49,23063.22,2022-03-25,Defaulted,576,40680.31,0.37
LOAN-1757,CUST-01240,Student,58422.99,6.63,12,5045.19,0.0,2022-09-17,Closed,798,47093.42,0.075
LOAN-1758,CUST-01479,Mortgage,572858.19,10.5,48,14667.11,274494.55,2022-11-05,Active,567,24251.64,0.416
LOAN-1759,CUST-00312,Personal,20666.39,5.38,24,910.18,0.0,2022-01-20,Closed,826,178069.73,0.095
LOAN-1760,CUST-00414,Auto,18045.31,5.98,24,799.62,0.0,2022-09-18,Closed,644,57487.85,0.434
LOAN-1761,CUST-01496,Personal,42290.08,16.45,36,1496.21,0.0,2021-03-09,Closed,664,103431.03,0.454
LOAN-1762,CUST-00286,Business,130800.37,9.03,360,1055.27,115176.99,2021-05-14,Active,685,80858.53,0.263
LOAN-1763,CUST-01147,Business,41679.88,10.29,48,1062.92,19103.28,2022-10-16,Active,637,55428.23,0.61
LOAN-1764,CUST-00150,Mortgage,45549.73,14.09,12,4091.71,0.0,2022-08-27,Closed,660,61127.26,0.42
LOAN-1765,CUST-01234,Mortgage,17682.89,15.94,48,500.59,5157.51,2022-02-18,Active,705,34939.54,0.175
LOAN-1766,CUST-00339,Mortgage,61693.76,18.16,36,2235.33,11996.01,2022-07-01,Active,667,28805.67,0.493
LOAN-1767,CUST-00689,Personal,34245.29,11.57,60,754.35,22259.44,2022-01-26,Defaulted,588,85859.89,0.583
LOAN-1768,CUST-01141,Auto,21211.01,10.14,48,539.39,6628.44,2022-03-25,Active,845,68265.23,0.159
LOAN-1769,CUST-00360,Personal,11275.01,16.45,24,554.49,0.0,2022-04-16,Closed,601,52747.92,0.341
LOAN-1770,CUST-00383,Personal,24146.77,11.09,360,231.6,22201.61,2022-07-19,Active,776,43887.04,0.458
LOAN-1771,CUST-01453,Personal,25023.79,18.24,36,907.69,5560.84,2022-08-30,Active,640,43976.07,0.017
LOAN-1772,CUST-00139,Mortgage,117193.26,3.8,24,5078.68,0.0,2021-08-20,Closed,634,25906.45,0.387
LOAN-1773,CUST-01418,Mortgage,13500.45,16.86,36,480.39,375.01,2022-01-02,Late,719,101864.04,0.794
LOAN-1774,CUST-00554,Student,39842.81,8.36,120,491.02,28221.99,2022-01-05,Active,763,105472.09,0.117
LOAN-1775,CUST-01058,Business,19938.97,7.4,120,235.64,12960.33,2022-07-19,Defaulted,668,58886.14,0.391
LOAN-1776,CUST-00557,Student,12829.64,12.45,36,428.89,0.0,2021-11-23,Closed,794,95007.17,0.429
LOAN-1777,CUST-01193,Business,21144.56,8.05,36,663.08,0.0,2021-09-25,Closed,850,42950.68,0.095
LOAN-1778,CUST-01223,Personal,50967.05,17.22,48,1476.46,7432.69,2021-07-18,Late,512,76055.25,0.428
LOAN-1779,CUST-01264,Student,12658.0,16.81,24,624.69,0.0,2021-02-23,Closed,752,77168.76,0.216
LOAN-1780,CUST-00389,Business,12343.79,10.85,60,267.46,5348.98,2022-02-20,Active,769,51449.9,0.385
LOAN-1781,CUST-00887,Mortgage,50650.95,15.38,24,2465.05,0.0,2021-04-18,Closed,654,117643.79,0.095
LOAN-1782,CUST-00411,Auto,25688.87,15.38,12,2323.24,0.0,2021-11-25,Closed,850,36904.99,0.2
LOAN-1783,CUST-00135,Student,20005.56,5.76,36,606.43,4445.68,2022-08-18,Active,793,64905.82,0.172
LOAN-1784,CUST-00109,Personal,24876.55,9.78,12,2184.5,0.0,2022-05-23,Closed,635,22824.55,0.461
LOAN-1785,CUST-00708,Auto,99212.13,17.43,12,9068.88,0.0,2021-05-26,Closed,765,38802.13,0.577
LOAN-1786,CUST-00370,Business,73421.0,4.6,60,1372.13,20802.62,2021-05-09,Active,706,43519.78,0.342
LOAN-1787,CUST-00815,Student,50900.79,16.0,120,852.66,36903.07,2022-03-19,Active,806,60642.9,0.135
LOAN-1788,CUST-00282,Auto,175601.63,5.16,360,959.91,114141.06,2021-10-25,Defaulted,535,122686.44,0.35
LOAN-1789,CUST-00628,Student,57617.26,10.84,48,1484.68,4801.44,2021-04-09,Active,728,60298.09,0.511
LOAN-1790,CUST-00308,Mortgage,78190.25,11.42,120,1095.74,48868.91,2021-03-28,Active,519,97680.18,0.37
LOAN-1791,CUST-01373,Mortgage,11673.69,12.87,360,127.95,10668.46,2022-05-13,Active,726,38814.85,0.149
LOAN-1792,CUST-00132,Mortgage,38246.09,12.97,360,422.18,34102.76,2021-09-21,Active,705,45040.34,0.217
LOAN-1793,CUST-00111,Student,38935.42,5.2,36,1170.43,10815.39,2022-10-16,Active,734,24433.83,0.51
LOAN-1794,CUST-01356,Personal,159573.79,11.11,60,3478.28,69148.64,2022-02-11,Active,635,35733.47,0.195
LOAN-1795,CUST-01355,Business,20434.86,4.95,48,470.14,1277.18,2021-03-28,Late,596,72480.19,0.378
LOAN-1796,CUST-00761,Student,22697.4,6.91,120,262.48,15888.18,2021-12-12,Active,750,119358.41,0.371
LOAN-1797,CUST-00145,Personal,9309.71,11.67,120,131.8,6206.47,2021-08-25,Active,729,119021.68,0.176
LOAN-1798,CUST-00507,Auto,36818.98,6.89,48,879.8,15341.24,2022-08-12,Active,523,23669.93,0.065
LOAN-1799,CUST-01153,Business,53118.45,16.73,60,1312.43,29215.15,2022-09-01,Active,814,41329.97,0.674
LOAN-1800,CUST-01072,Personal,26645.98,13.19,24,1269.18,0.0,2022-04-04,Closed,434,86725.22,0.291
LOAN-1801,CUST-00583,Auto,54483.39,16.93,360,773.66,35414.2,2022-01-13,Defaulted,652,32567.29,0.359
LOAN-1802,CUST-01224,Student,45009.48,18.11,12,4128.83,0.0,2021-07-11,Closed,631,74577.8,0.679
LOAN-1803,CUST-00352,Student,49004.39,13.55,360,563.23,45601.31,2022-11-25,Active,736,97705.27,0.385
LOAN-1804,CUST-01435,Auto,8173.84,4.28,360,40.35,7424.57,2022-03-13,Active,751,55935.56,0.209
LOAN-1805,CUST-00764,Student,51448.63,7.36,60,1027.51,28296.75,2022-09-25,Active,668,110970.96,0.385
LOAN-1806,CUST-00473,Student,105174.34,16.86,120,1818.59,78004.3,2022-05-22,Active,769,34175.75,0.218
LOAN-1807,CUST-01448,Student,46029.09,18.13,36,1667.07,8950.1,2022-07-30,Active,598,59307.79,0.312
LOAN-1808,CUST-01483,Mortgage,19272.98,4.68,120,201.42,13651.69,2022-01-23,Active,759,43023.94,0.241
LOAN-1809,CUST-00674,Student,6300.22,4.54,24,275.1,0.0,2021-05-15,Closed,789,95197.4,0.354
LOAN-1810,CUST-01481,Personal,119014.1,13.92,360,1402.63,109757.45,2022-08-27,Active,720,143353.71,0.328
LOAN-1811,CUST-00741,Auto,59143.04,12.48,24,2797.34,0.0,2021-10-18,Closed,592,34208.51,0.358
LOAN-1812,CUST-00898,Business,9033.19,10.37,24,418.38,0.0,2022-10-16,Closed,724,150300.67,0.691
LOAN-1813,CUST-01277,Student,51329.0,10.56,12,4526.01,0.0,2021-09-20,Closed,714,76600.73,0.128
LOAN-1814,CUST-00233,Mortgage,14122.41,6.04,48,331.92,2647.95,2021-09-10,Active,579,44668.08,0.018
LOAN-1815,CUST-00449,Business,33072.4,11.32,60,724.36,17638.61,2022-08-29,Active,730,77396.27,0.452
LOAN-1816,CUST-00423,Student,22736.89,11.21,48,589.97,5210.54,2021-11-05,Active,728,93693.44,0.26
LOAN-1817,CUST-01070,Personal,42883.0,5.18,24,1884.8,0.0,2022-04-24,Closed,716,76082.48,0.337
LOAN-1818,CUST-00033,Mortgage,13217.46,5.37,120,142.59,9031.93,2021-10-28,Active,689,107106.93,0.336
LOAN-1819,CUST-00170,Business,56725.0,6.36,60,1106.17,33089.58,2022-11-29,Active,775,70484.32,0.166
LOAN-1820,CUST-01310,Business,16632.8,12.71,36,558.1,3696.18,2022-08-26,Active,659,88332.17,0.351
LOAN-1821,CUST-01200,Student,51495.84,17.7,120,917.96,38621.88,2022-06-16,Active,711,91324.52,0.463
LOAN-1822,CUST-01425,Mortgage,78523.19,10.53,36,2553.31,13087.2,2022-06-06,Active,725,29500.45,0.33
LOAN-1823,CUST-00426,Student,32512.47,17.42,12,2971.78,0.0,2022-04-18,Closed,658,52372.6,0.41
LOAN-1824,CUST-01197,Student,24973.96,16.65,24,1230.57,0.0,2021-11-27,Closed,736,55682.0,0.371
LOAN-1825,CUST-01357,Mortgage,7804.68,16.78,24,385.06,0.0,2021-07-29,Closed,726,50770.33,0.324
LOAN-1826,CUST-01269,Student,9905.73,15.47,12,896.27,0.0,2022-06-02,Closed,580,82789.79,0.316
LOAN-1827,CUST-01349,Business,16425.07,18.29,48,484.98,4790.65,2022-02-12,Active,748,70986.33,0.259
LOAN-1828,CUST-01263,Mortgage,37819.92,9.99,36,1220.16,0.0,2021-08-24,Closed,730,138009.47,0.179
LOAN-1829,CUST-01067,Business,26456.7,12.38,12,2355.35,0.0,2021-03-23,Closed,713,49878.9,0.377
LOAN-1830,CUST-00891,Personal,13114.3,6.88,360,86.2,11730.01,2021-10-23,Active,664,49368.7,0.313
LOAN-1831,CUST-01060,Auto,109194.5,4.94,360,582.18,101004.91,2022-09-29,Active,720,52621.45,0.22
LOAN-1832,CUST-00964,Student,47912.49,6.07,120,533.61,36732.91,2022-08-16,Active,783,54479.49,0.363
LOAN-1833,CUST-00914,Student,73955.48,16.03,12,6711.09,0.0,2022-04-19,Closed,794,101189.15,0.649
LOAN-1834,CUST-00456,Personal,3816.11,5.29,60,72.52,1653.65,2022-02-25,Active,682,175684.67,0.207
LOAN-1835,CUST-00957,Auto,82502.72,14.35,12,7421.27,0.0,2021-10-20,Closed,638,27529.15,0.472
LOAN-1836,CUST-01126,Auto,114353.77,7.64,60,2299.03,45741.51,2021-12-26,Active,602,92052.57,0.34
LOAN-1837,CUST-00025,Business,33271.44,5.43,36,1003.61,0.0,2021-12-30,Closed,792,27118.66,0.608
LOAN-1838,CUST-00422,Student,31599.5,8.19,36,992.99,2633.29,2022-03-15,Active,635,99058.38,0.369
LOAN-1839,CUST-00069,Student,26187.27,6.24,360,161.07,23350.32,2021-09-29,Late,555,111020.79,0.306
LOAN-1840,CUST-00722,Student,29167.46,8.28,360,219.74,26736.84,2022-06-13,Active,755,20000.0,0.215
LOAN-1841,CUST-00239,Student,26311.6,17.51,12,2406.12,0.0,2021-07-15,Closed,539,58711.87,0.535
LOAN-1842,CUST-00344,Auto,36257.09,12.39,60,813.68,18732.83,2022-07-27,Active,624,23174.46,0.609
LOAN-1843,CUST-00114,Personal,15537.86,7.4,120,183.63,11005.98,2022-01-30,Active,736,36824.63,0.075
LOAN-1844,CUST-01301,Student,128651.76,9.12,12,11257.95,0.0,2021-06-17,Closed,847,119676.76,0.416
LOAN-1845,CUST-00826,Personal,27900.88,16.71,120,479.8,18135.57,2021-06-30,Active,660,42371.88,0.186
LOAN-1846,CUST-00015,Personal,71913.51,5.06,36,2157.25,15980.78,2022-08-14,Late,700,127328.31,0.217
LOAN-1847,CUST-01464,Business,15618.58,10.26,36,505.88,0.0,2021-07-31,Closed,704,71199.03,0.405
LOAN-1848,CUST-01181,Auto,8612.48,11.5,24,403.41,0.0,2022-10-25,Closed,681,38065.46,0.059
LOAN-1849,CUST-01498,Student,50525.68,18.19,48,1489.21,11578.8,2021-11-22,Active,741,96333.38,0.348
LOAN-1850,CUST-00990,Personal,22999.08,10.63,120,312.01,14757.74,2021-05-13,Active,751,141715.96,0.259
LOAN-1851,CUST-01338,Auto,25059.49,13.63,120,383.53,16915.16,2021-09-21,Active,796,100903.66,0.485
LOAN-1852,CUST-00320,Personal,56340.86,5.24,360,310.77,50706.77,2021-12-22,Active,779,67438.7,0.182
LOAN-1853,CUST-01133,Student,20680.12,12.96,36,696.4,1148.9,2022-02-08,Active,850,31779.46,0.172
LOAN-1854,CUST-01039,Personal,20164.13,12.88,12,1799.87,0.0,2021-05-04,Closed,687,151953.39,0.208
LOAN-1855,CUST-01333,Mortgage,207077.62,6.52,60,4053.65,134600.45,2022-04-21,Defaulted,494,40514.89,0.444
LOAN-1856,CUST-01274,Business,27049.54,8.64,60,556.79,6311.56,2021-02-16,Active,714,66181.64,0.302
LOAN-1857,CUST-01378,Auto,3037.53,15.14,120,49.27,2404.71,2022-11-08,Active,574,29894.34,0.388
LOAN-1858,CUST-01379,Auto,78798.56,13.29,24,3756.97,0.0,2021-11-28,Closed,595,127768.9,0.23
LOAN-1859,CUST-01172,Student,46178.19,12.26,12,4108.5,0.0,2022-05-12,Closed,699,73493.81,0.505
LOAN-1860,CUST-00123,Student,4199.31,5.92,24,185.96,0.0,2021-09-17,Closed,692,97664.84,0.346
LOAN-1861,CUST-00966,Personal,42238.2,14.46,120,667.55,31326.67,2022-05-29,Active,752,95166.44,0.519
LOAN-1862,CUST-01163,Auto,92840.46,3.85,60,1703.52,40230.87,2022-02-21,Active,741,81966.61,0.534
LOAN-1863,CUST-00330,Business,51617.74,11.71,36,1707.31,0.0,2021-10-09,Closed,646,71862.81,0.098
LOAN-1864,CUST-01067,Mortgage,28271.01,9.39,36,904.15,0.0,2021-09-02,Closed,713,49878.9,0.377
LOAN-1865,CUST-00273,Student,8076.4,7.24,36,250.26,1794.76,2022-08-09,Active,621,57909.49,0.084
LOAN-1866,CUST-00492,Business,67570.77,17.1,48,1953.26,5630.9,2021-04-17,Active,650,36935.27,0.289
LOAN-1867,CUST-00094,Mortgage,56875.69,15.52,360,742.87,36969.2,2021-11-16,Defaulted,701,20000.0,0.643
LOAN-1868,CUST-00122,Personal,55474.26,10.84,60,1201.72,16642.28,2021-06-20,Active,645,54025.99,0.498
LOAN-1869,CUST-00972,Personal,16059.75,9.75,120,210.01,10974.16,2021-10-26,Active,475,34231.84,0.253
LOAN-1870,CUST-00113,Personal,94519.39,17.99,12,8665.09,0.0,2021-05-08,Closed,702,49443.84,0.099
LOAN-1871,CUST-00657,Personal,37977.49,15.0,36,1316.5,0.0,2021-09-13,Closed,675,32702.08,0.206
LOAN-1872,CUST-01206,Mortgage,65600.26,12.61,60,1479.54,17493.4,2021-04-05,Active,638,89027.71,0.386
LOAN-1873,CUST-00704,Business,47139.35,4.53,120,489.23,36925.82,2022-10-15,Active,613,64119.3,0.174
LOAN-1874,CUST-00659,Auto,51859.76,16.52,60,1275.5,12100.61,2021-02-11,Active,655,63143.92,0.388
LOAN-1875,CUST-01418,Personal,41616.15,17.14,120,726.97,27050.5,2021-09-20,Defaulted,719,101864.04,0.794
LOAN-1876,CUST-00396,Mortgage,74831.64,9.48,360,628.13,69011.4,2022-08-06,Active,720,33931.93,0.59
LOAN-1877,CUST-00684,Student,61835.57,10.47,120,833.34,40193.12,2022-07-16,Defaulted,635,58150.59,0.257
LOAN-1878,CUST-00408,Business,22286.32,14.87,48,618.78,14486.11,2021-04-10,Defaulted,495,73292.03,0.32
LOAN-1879,CUST-00804,Business,31410.14,9.04,48,782.24,6543.78,2021-10-15,Active,661,41723.54,0.128
LOAN-1880,CUST-01224,Personal,56508.77,7.25,120,663.42,39085.23,2021-11-20,Active,631,74577.8,0.679
LOAN-1881,CUST-01068,Mortgage,68368.46,4.64,24,2988.41,0.0,2022-05-16,Closed,629,68813.46,0.142
LOAN-1882,CUST-00602,Business,110213.61,6.3,120,1240.27,71638.85,2022-10-22,Defaulted,662,137231.72,0.615
LOAN-1883,CUST-00191,Business,37752.1,9.62,12,3312.34,0.0,2022-04-12,Closed,783,118166.66,0.47
LOAN-1884,CUST-00038,Mortgage,15422.01,6.5,120,175.11,12209.09,2022-11-09,Active,807,165029.18,0.705
LOAN-1885,CUST-00641,Student,23656.39,8.63,12,2064.73,0.0,2022-08-21,Closed,687,87928.46,0.09
LOAN-1886,CUST-00809,Auto,52355.46,10.15,120,696.24,37521.41,2022-02-14,Active,505,20000.0,0.283
LOAN-1887,CUST-01049,Personal,59639.98,10.12,48,1516.06,11182.5,2021-09-21,Active,757,47246.93,0.261
LOAN-1888,CUST-00804,Mortgage,16682.95,15.93,48,472.2,695.12,2021-02-09,Active,661,41723.54,0.128
LOAN-1889,CUST-01213,Auto,30197.14,7.93,120,365.26,22899.5,2022-07-13,Active,689,45877.0,0.44
LOAN-1890,CUST-00156,Business,272178.92,8.77,36,8626.11,0.0,2021-05-19,Closed,768,56336.43,0.599
LOAN-1891,CUST-00373,Personal,39479.61,12.65,360,425.95,34763.99,2021-05-26,Late,564,133158.23,0.63
LOAN-1892,CUST-00929,Mortgage,145471.26,18.07,48,4278.54,30306.51,2021-10-31,Late,683,58380.61,0.29
LOAN-1893,CUST-00680,Mortgage,17604.23,12.12,60,392.66,7335.1,2022-01-03,Active,563,35336.51,0.092
LOAN-1894,CUST-00987,Auto,13362.86,17.24,360,193.12,8685.86,2021-02-22,Defaulted,703,46769.7,0.481
LOAN-1895,CUST-01487,Business,155273.55,14.96,120,2501.3,100927.81,2021-08-26,Defaulted,665,59989.67,0.467
LOAN-1896,CUST-00486,Auto,19308.34,8.34,24,876.26,0.0,2021-12-30,Closed,659,71610.02,0.515
LOAN-1897,CUST-00100,Auto,43583.4,14.61,12,3925.75,0.0,2022-03-02,Closed,593,21705.09,0.424
LOAN-1898,CUST-01059,Auto,12224.18,16.95,12,1114.61,0.0,2022-07-02,Closed,708,70603.33,0.119
LOAN-1899,CUST-00704,Auto,77359.26,8.25,48,1897.66,19339.81,2021-12-07,Active,613,64119.3,0.174
LOAN-1900,CUST-00723,Auto,20609.85,6.49,48,488.67,858.74,2021-02-14,Active,532,70288.26,0.326
LOAN-1901,CUST-01352,Personal,92626.07,6.65,36,2845.22,28302.41,2022-11-07,Active,719,51481.72,0.331
LOAN-1902,CUST-00065,Personal,28223.42,17.07,120,491.77,19991.59,2022-01-24,Active,850,62139.38,0.679
LOAN-1903,CUST-00914,Student,75007.62,14.65,24,3624.41,0.0,2021-05-04,Closed,794,101189.15,0.649
LOAN-1904,CUST-00736,Auto,27080.54,7.82,36,846.36,0.0,2021-05-27,Closed,807,325225.22,0.134
LOAN-1905,CUST-01178,Business,25247.61,4.43,360,126.88,16410.95,2022-05-12,Defaulted,529,250034.1,0.304
LOAN-1906,CUST-00942,Auto,73893.54,11.83,36,2448.33,0.0,2021-10-29,Closed,628,94478.55,0.401
LOAN-1907,CUST-00317,Student,127237.19,18.06,36,4603.76,0.0,2021-11-26,Closed,561,108157.82,0.625
LOAN-1908,CUST-00776,Mortgage,58248.72,13.55,360,669.48,51776.64,2021-08-19,Active,623,87469.06,0.278
LOAN-1909,CUST-01383,Auto,14341.33,6.6,24,639.5,0.0,2021-02-04,Closed,794,103458.72,0.604
LOAN-1910,CUST-00364,Business,24187.33,13.64,360,279.71,21499.85,2021-08-24,Active,709,104790.02,0.362
LOAN-1911,CUST-00225,Auto,36925.34,6.14,24,1638.88,0.0,2022-01-10,Closed,547,22732.6,0.476
LOAN-1912,CUST-01441,Mortgage,80384.22,15.96,12,7291.81,0.0,2021-04-01,Closed,688,127727.09,0.185
LOAN-1913,CUST-00388,Mortgage,33684.95,13.73,360,391.94,29567.9,2021-04-26,Active,663,54026.06,0.615
LOAN-1914,CUST-00135,Auto,21207.83,6.21,24,941.95,0.0,2022-04-19,Closed,793,64905.82,0.172
LOAN-1915,CUST-00860,Personal,27342.12,13.24,12,2445.2,0.0,2022-01-18,Closed,654,35484.41,0.173
LOAN-1916,CUST-01439,Auto,16531.37,6.12,12,1423.71,0.0,2021-12-10,Closed,573,79792.93,0.511
LOAN-1917,CUST-01464,Business,44200.43,10.15,36,1429.34,12277.9,2022-10-22,Active,704,71199.03,0.405
LOAN-1918,CUST-00990,Business,59442.47,12.03,24,2799.0,0.0,2021-10-13,Closed,751,141715.96,0.259
LOAN-1919,CUST-00361,Auto,38794.1,10.46,48,992.51,25216.17,2021-11-27,Defaulted,677,41876.78,0.085
LOAN-1920,CUST-01311,Personal,81861.71,11.41,48,2132.09,8527.26,2021-05-27,Active,850,22409.8,0.467
LOAN-1921,CUST-00920,Auto,147808.44,11.63,36,4883.28,0.0,2021-12-17,Closed,713,140329.94,0.476
LOAN-1922,CUST-00617,Business,21249.57,11.91,36,704.88,5312.39,2022-09-25,Active,817,47855.45,0.26
LOAN-1923,CUST-00361,Personal,65716.27,8.65,120,820.07,50930.11,2022-09-09,Active,677,41876.78,0.085
LOAN-1924,CUST-01398,Personal,96800.19,12.76,36,3250.4,21511.15,2022-08-18,Active,701,26321.86,0.307
LOAN-1925,CUST-00788,Student,50763.01,7.06,120,590.97,34688.06,2021-10-10,Active,639,49914.85,0.268
LOAN-1926,CUST-00316,Student,63083.58,9.86,360,547.09,58177.08,2022-08-31,Active,772,73190.36,0.498
LOAN-1927,CUST-00171,Student,33743.81,3.55,36,989.51,9373.28,2022-10-27,Active,600,23703.26,0.406
LOAN-1928,CUST-00826,Personal,41711.19,16.94,60,1035.29,11122.98,2021-04-19,Active,660,42371.88,0.186
LOAN-1929,CUST-00681,Personal,38149.09,17.04,60,948.92,22253.64,2022-11-20,Active,744,69292.32,0.413
LOAN-1930,CUST-00016,Mortgage,21071.83,17.42,120,371.85,15101.48,2022-02-23,Active,446,50992.1,0.407
LOAN-1931,CUST-00773,Business,57328.46,16.15,24,2811.09,0.0,2021-05-04,Closed,592,66896.98,0.3
LOAN-1932,CUST-00606,Mortgage,11888.37,7.8,12,1033.05,0.0,2021-10-12,Closed,850,152902.85,0.75
LOAN-1933,CUST-01054,Business,55669.45,7.22,60,1108.11,22267.78,2021-12-12,Active,775,52413.88,0.254
LOAN-1934,CUST-01168,Student,44425.72,9.66,48,1119.51,2776.61,2021-03-23,Active,776,97544.14,0.505
LOAN-1935,CUST-00901,Student,227721.18,14.2,48,6245.69,75907.06,2022-04-24,Active,732,93458.89,0.28
LOAN-1936,CUST-00062,Personal,32513.1,9.18,24,1488.04,0.0,2022-11-09,Closed,631,24911.0,0.313
LOAN-1937,CUST-01142,Business,74284.92,18.27,48,2192.61,10833.22,2021-07-25,Active,772,67579.68,0.219
LOAN-1938,CUST-00080,Business,31606.11,4.46,120,326.95,23177.81,2022-04-21,Active,720,87251.78,0.367
LOAN-1939,CUST-01091,Auto,32619.52,9.63,60,687.14,13047.81,2021-12-11,Active,645,20137.04,0.117
LOAN-1940,CUST-01226,Mortgage,7466.89,7.72,36,233.02,622.24,2022-03-27,Active,673,23169.01,0.1
LOAN-1941,CUST-01439,Personal,7252.98,10.47,360,66.18,6588.12,2022-03-01,Active,573,79792.93,0.511
LOAN-1942,CUST-00825,Student,59760.03,10.43,24,2769.5,0.0,2022-09-11,Closed,645,27616.84,0.222
LOAN-1943,CUST-01174,Business,36716.9,13.15,12,3282.04,0.0,2021-08-01,Closed,740,67205.11,0.437
LOAN-1944,CUST-01152,Mortgage,9286.92,5.0,60,175.26,4179.11,2022-03-15,Active,695,93365.33,0.439
LOAN-1945,CUST-01144,Auto,29775.61,16.0,24,1457.91,0.0,2021-04-16,Closed,682,48521.45,0.184
LOAN-1946,CUST-00405,Mortgage,60549.09,15.86,120,1009.0,42888.94,2022-01-09,Active,782,131564.4,0.084
LOAN-1947,CUST-01451,Auto,24365.43,6.94,360,161.12,15837.53,2022-04-21,Defaulted,736,38488.36,0.479
LOAN-1948,CUST-00017,Student,66669.17,12.13,48,1759.91,43334.96,2021-02-05,Defaulted,502,67387.6,0.111
LOAN-1949,CUST-00578,Auto,26870.71,5.47,12,2306.13,0.0,2021-10-31,Closed,709,48052.79,0.293
LOAN-1950,CUST-00197,Auto,30386.07,15.66,24,1482.86,0.0,2022-01-04,Closed,682,77736.8,0.515
LOAN-1951,CUST-00578,Student,14107.1,7.67,24,635.9,0.0,2021-10-02,Closed,709,48052.79,0.293
LOAN-1952,CUST-01304,Business,20178.49,10.81,24,938.7,0.0,2021-12-19,Closed,648,25122.72,0.12
LOAN-1953,CUST-00962,Mortgage,52409.14,5.72,36,1587.75,34065.94,2022-10-30,Defaulted,746,45164.93,0.337
